0	-1.220000e+001	7.622531e-002	3.000000e+000
1	-1.148344e+001	0.000000e+000	1.000000e+000
2	-1.220000e+001	3.456840e-001	3.000000e+000
3	-1.220000e+001	8.478212e-001	3.000000e+000
4	-1.220000e+001	1.579082e+000	3.000000e+000
5	-1.220000e+001	2.534167e+000	3.000000e+000
6	-1.220000e+001	3.706074e+000	3.000000e+000
7	-1.220000e+001	5.086150e+000	3.000000e+000
8	-1.220000e+001	6.664159e+000	3.000000e+000
9	-1.220000e+001	8.428357e+000	3.000000e+000
10	-1.220000e+001	1.036558e+001	3.000000e+000
11	-1.220000e+001	1.246136e+001	3.000000e+000
12	-1.220000e+001	1.470001e+001	3.000000e+000
13	-1.220000e+001	1.706475e+001	3.000000e+000
14	-1.220000e+001	1.953786e+001	3.000000e+000
15	-1.220000e+001	2.210078e+001	3.000000e+000
16	-1.220000e+001	2.473428e+001	3.000000e+000
17	-1.220000e+001	2.741856e+001	3.000000e+000
18	-1.220000e+001	3.013348e+001	3.000000e+000
19	-1.148344e+001	3.149606e+001	3.000000e+000
20	-1.006233e+001	0.000000e+000	1.000000e+000
21	-1.006233e+001	3.149606e+001	3.000000e+000
22	-8.677096e+000	0.000000e+000	1.000000e+000
23	-8.677096e+000	3.149606e+001	3.000000e+000
24	-7.350949e+000	0.000000e+000	1.000000e+000
25	-7.350949e+000	3.149606e+001	3.000000e+000
26	-6.106108e+000	0.000000e+000	1.000000e+000
27	-6.106108e+000	3.149606e+001	3.000000e+000
28	-4.963398e+000	0.000000e+000	1.000000e+000
29	-4.963398e+000	3.149606e+001	3.000000e+000
30	-3.941898e+000	0.000000e+000	1.000000e+000
31	-3.941898e+000	3.149606e+001	3.000000e+000
32	-3.058610e+000	0.000000e+000	1.000000e+000
33	-3.058610e+000	3.149606e+001	3.000000e+000
34	-2.328172e+000	0.000000e+000	1.000000e+000
35	-2.328172e+000	3.149606e+001	3.000000e+000
36	-1.762608e+000	0.000000e+000	1.000000e+000
37	-1.762608e+000	3.149606e+001	3.000000e+000
38	-1.371120e+000	0.000000e+000	1.000000e+000
39	-1.371120e+000	3.149606e+001	3.000000e+000
40	-1.100000e+000	7.622531e-002	4.000000e+000
41	-1.159932e+000	0.000000e+000	1.000000e+000
42	-1.100000e+000	3.456840e-001	4.000000e+000
43	-1.100000e+000	8.478212e-001	4.000000e+000
44	-1.100000e+000	1.579082e+000	4.000000e+000
45	-1.100000e+000	2.534167e+000	4.000000e+000
46	-1.100000e+000	3.706074e+000	4.000000e+000
47	-1.159932e+000	3.149606e+001	3.000000e+000
48	-1.083333e+000	4.345253e+000	4.000000e+000
49	-1.083333e+000	3.149606e+001	3.000000e+000
50	-1.050000e+000	4.345253e+000	4.000000e+000
51	-1.050000e+000	3.149606e+001	3.000000e+000
52	-1.016667e+000	4.345253e+000	4.000000e+000
53	-1.016667e+000	3.149606e+001	3.000000e+000
54	-1.000000e+000	7.622531e-002	4.000000e+000
55	-9.166667e-001	0.000000e+000	2.000000e+000
56	-1.000000e+000	3.456840e-001	4.000000e+000
57	-1.000000e+000	8.478212e-001	4.000000e+000
58	-1.000000e+000	1.579082e+000	4.000000e+000
59	-1.000000e+000	2.534167e+000	4.000000e+000
60	-1.000000e+000	3.706074e+000	4.000000e+000
61	-9.166667e-001	3.149606e+001	3.000000e+000
62	-7.500000e-001	0.000000e+000	2.000000e+000
63	-7.500000e-001	3.149606e+001	3.000000e+000
64	-5.833333e-001	0.000000e+000	2.000000e+000
65	-5.833333e-001	3.149606e+001	3.000000e+000
66	-4.166667e-001	0.000000e+000	2.000000e+000
67	-4.166667e-001	3.149606e+001	3.000000e+000
68	-2.500000e-001	0.000000e+000	2.000000e+000
69	-2.500000e-001	3.149606e+001	3.000000e+000
70	-8.333333e-002	0.000000e+000	2.000000e+000
71	-8.333333e-002	3.149606e+001	3.000000e+000
72	8.333333e-002	0.000000e+000	2.000000e+000
73	8.333333e-002	3.149606e+001	3.000000e+000
74	2.500000e-001	0.000000e+000	2.000000e+000
75	2.500000e-001	3.149606e+001	3.000000e+000
76	4.166667e-001	0.000000e+000	2.000000e+000
77	4.166667e-001	3.149606e+001	3.000000e+000
78	5.833333e-001	0.000000e+000	2.000000e+000
79	5.833333e-001	3.149606e+001	3.000000e+000
80	7.500000e-001	0.000000e+000	2.000000e+000
81	7.500000e-001	3.149606e+001	3.000000e+000
82	1.000000e+000	7.622531e-002	4.000000e+000
83	9.166667e-001	0.000000e+000	2.000000e+000
84	1.000000e+000	3.456840e-001	4.000000e+000
85	1.000000e+000	8.478212e-001	4.000000e+000
86	1.000000e+000	1.579082e+000	4.000000e+000
87	1.000000e+000	2.534167e+000	4.000000e+000
88	1.000000e+000	3.706074e+000	4.000000e+000
89	9.166667e-001	3.149606e+001	3.000000e+000
90	1.016667e+000	4.345253e+000	4.000000e+000
91	1.016667e+000	3.149606e+001	3.000000e+000
92	1.050000e+000	4.345253e+000	4.000000e+000
93	1.050000e+000	3.149606e+001	3.000000e+000
94	1.083333e+000	4.345253e+000	4.000000e+000
95	1.083333e+000	3.149606e+001	3.000000e+000
96	1.100000e+000	7.622531e-002	4.000000e+000
97	1.159932e+000	0.000000e+000	1.000000e+000
98	1.100000e+000	3.456840e-001	4.000000e+000
99	1.100000e+000	8.478212e-001	4.000000e+000
100	1.100000e+000	1.579082e+000	4.000000e+000
101	1.100000e+000	2.534167e+000	4.000000e+000
102	1.100000e+000	3.706074e+000	4.000000e+000
103	1.159932e+000	3.149606e+001	3.000000e+000
104	1.371120e+000	0.000000e+000	1.000000e+000
105	1.371120e+000	3.149606e+001	3.000000e+000
106	1.762608e+000	0.000000e+000	1.000000e+000
107	1.762608e+000	3.149606e+001	3.000000e+000
108	2.328172e+000	0.000000e+000	1.000000e+000
109	2.328172e+000	3.149606e+001	3.000000e+000
110	3.058610e+000	0.000000e+000	1.000000e+000
111	3.058610e+000	3.149606e+001	3.000000e+000
112	3.941898e+000	0.000000e+000	1.000000e+000
113	3.941898e+000	3.149606e+001	3.000000e+000
114	4.963398e+000	0.000000e+000	1.000000e+000
115	4.963398e+000	3.149606e+001	3.000000e+000
116	6.106108e+000	0.000000e+000	1.000000e+000
117	6.106108e+000	3.149606e+001	3.000000e+000
118	7.350949e+000	0.000000e+000	1.000000e+000
119	7.350949e+000	3.149606e+001	3.000000e+000
120	8.677096e+000	0.000000e+000	1.000000e+000
121	8.677096e+000	3.149606e+001	3.000000e+000
122	1.006233e+001	0.000000e+000	1.000000e+000
123	1.006233e+001	3.149606e+001	3.000000e+000
124	1.220000e+001	7.622531e-002	3.000000e+000
125	1.148344e+001	0.000000e+000	1.000000e+000
126	1.220000e+001	3.456840e-001	3.000000e+000
127	1.220000e+001	8.478212e-001	3.000000e+000
128	1.220000e+001	1.579082e+000	3.000000e+000
129	1.220000e+001	2.534167e+000	3.000000e+000
130	1.220000e+001	3.706074e+000	3.000000e+000
131	1.220000e+001	5.086150e+000	3.000000e+000
132	1.220000e+001	6.664159e+000	3.000000e+000
133	1.220000e+001	8.428357e+000	3.000000e+000
134	1.220000e+001	1.036558e+001	3.000000e+000
135	1.220000e+001	1.246136e+001	3.000000e+000
136	1.220000e+001	1.470001e+001	3.000000e+000
137	1.220000e+001	1.706475e+001	3.000000e+000
138	1.220000e+001	1.953786e+001	3.000000e+000
139	1.220000e+001	2.210078e+001	3.000000e+000
140	1.220000e+001	2.473428e+001	3.000000e+000
141	1.220000e+001	2.741856e+001	3.000000e+000
142	1.220000e+001	3.013348e+001	3.000000e+000
143	1.148344e+001	3.149606e+001	3.000000e+000
